"Id","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of collection","Contact","National node","Withdrawn","Parent collection","Sub collections","Biobank","Biobank label","Network","Combined_network","Also known in","Type","Data categories","Order of magnitude","Size","Categories","Timestamp","Number of donors","Order of magnitude donors","Sex","Diagnosis available","Age low","Age high","Age unit","Facts","Materials","Storage temperatures","Body part examined","Imaging modality","Image dataset type","Collaboration commercial","Collaboration non for profit","Data use","Available for commercial use","Fee-based access to","Access via join projects to","Access description","Access uri","PD/SOP","Quality","Combined quality"
"bbmri-eric:ID:IT_1539178454884969:collection:1607089088960513","Amyotrophic Lateral Sclerosis Collection","ALS Collection","IGEA Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Amyotrophic Lateral Sclerosis (ALS) disease at different time points.",,,"Italy",,,"e.judica@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Sample collection,Disease specific","Biological samples,Other","100 - 1000","174",,"2021-04-08T13:14:42Z",,,"Male,Female",,,,"Year",,"DNA,Plasma,Serum,Peripheral blood cells,Whole Blood","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607089746810691","Primary Lateral Sclerosis Collection","PLS Collection","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Primary Lateral Sclerosis disease (PLS) at different time points.. PLS is a type of motor neuron disease that causes nerves within the brain to slowly break down. This makes the nerves unable to activate the motor neurons in the spinal cord, which control muscles..",,,"Italy",,,,"m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank",,"BBMRI.it Network",,"Cohort,Disease specific,Sample collection","Biological samples,Other","10 - 100","46",,"2021-04-08T13:14:42Z",,,"Female,Male",,"50","82","Year",,"DNA,Plasma,Serum,Whole Blood,Peripheral blood cells,Other","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607090165644222","Multiple Sclerosis Collection","MS Collection","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Multiple Sclerosis at different time points.",,,"Italy","43.8561711","10.609518",,"m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Disease specific,Sample collection","Biological samples,Other","10 - 100","56","Nervous System Disorders","2021-04-08T13:14:42Z",,,"Male,Female","Multiple sclerosis","52","73","Year",,"DNA,Serum,Plasma,Peripheral blood cells","-60°C to -80°C",,"Computed Tomography,Magnetic Resonance,Positron emission tomography (PET)",,"false","true",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607090669748100","Myotonic Dystrophy Collection","MD Collection","IGEA Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Myotonic Dystrophy disease type 1 and type 2 (DM1 and DM2). Myotonic dystrophy is part of a group of inherited disorders called muscular dystrophies. It is the most common form of muscular dystrophy that begins in adulthood. Myotonic dystrophy is characterized by progressive muscle wasting and weakness",,,"Italy","43.8561711","10.609518","e.judica@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Disease specific,Sample collection","Biological samples,Other","10 - 100","139","Rare Disease,Nervous System Disorders","2024-10-15T13:10:00Z","13",,"Male,Female","Myotonic disorders","40","79","Year",,"DNA,Plasma,Serum,Whole Blood,Peripheral blood cells","-60°C to -80°C",,,,"false","true","DUO_0000007,DUO_0000020,DUO_0000037,DUO_0000021","false",,"Samples,Data","Only IGEA Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored.",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:1607091890480823","Peripheral Neuropathy Collection","PN Collection","CCPP Biobank collect biological samples such as plasma, serum, PBMCs, DNA and whole blood, from subjects affected by Peripheral Neuropathy such as Guillain-Barré syndrome (GBS),. Miller-Fisher syndrome (MFS), chronic inflammatory demyelinating polyneuropathy (CIDP), anti- MAG neuropathy and motor multifocal neuropathy (MMN).",,,"Italy","43.8561711","10.609518",,"m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Cohort,Longitudinal,Sample collection","Biological samples,Other","10 - 100","67","Rare Disease,Nervous System Disorders","2021-04-08T13:14:42Z",,,"Female,Male","Inflammatory polyneuropathy - Guillain-Barré syndrome,Other inflammatory polyneuropathies","25","84","Year",,"DNA,Plasma,Serum,Peripheral blood cells,Whole Blood","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data","Only CCPP Biobank personnel have access to biobank database, by user credentials, where clinical data of the subjects are stored",,,,
"bbmri-eric:ID:IT_1539178454884969:collection:6d1e48cc33ec4d9ab3f9f7f8926fa4cf","Hemorrhagic Stroke","ES","hemorrhagic stroke",,"Milan","Italy",,,"m.filareti@casadicuraigea.it","m.filareti@casadicuraigea.it","Italy","false",,,"IGEA Biobank","IGEA Biobank","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Sample collection","Biological samples,Data on clinical symptoms,Medical records","100 - 1000","428",,,"23",,"Male,Female",,"41","87","Year",,"DNA,Plasma,Peripheral blood cells,Serum,Whole Blood","-60°C to -80°C",,,,"false","true","DUO_0000006,DUO_0000007","false",,,,,,,
"bbmri-eric:ID:IT_1539241927435687:collection:153924209832790","IGB Collection","CRB-IGB-CNR","The Biological Resources Center of the IGB (CRB-IGB) aims to coordinate the biobanking activities of the IGB developed as part of research projects that involve the collection of collections of biological samples.. The CRB-IGB is a core facility and an important resource in the field of biomedical research, from the basic to the translational one, from the understanding of the ethio-pathogenetic mechanisms, of the prognostic / predictive factors, and of the diagnostic parameters, up to the susceptibility to therapy.. The CRB-IGB guarantees interoperability criteria of the individual participating collections by making the procedures for the collection, processing and storage of human biological materials homogeneous and functional, and standardizing both the methods of collecting and storing molecular, physiological, structural information and the related bioinformatics..",,,"Italy",,,,"matildevaleria.ursini@igb.cnr.it","Italy","false",,,"Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","BBMRI.it Network,Telethon Network of Genetic Biobanks","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Other,Case-Control","Other,Biological samples","1000 - 10.000","3000","Population Reference,Paediatrics","2021-04-08T13:14:42Z",,,"Undifferentiated",,"-1","83","Year",,"Other,Cell lines,DNA,Plasma,Serum,Urine,Whole Blood","-60°C to -80°C",,,,"false","false",,"false",,"Samples,Data","Presentation of a project, approval of the board of directors, approval of the requesting territorial ethics committee, subscription to an DTA",,,,
"bbmri-eric:ID:IT_1539241927435687:collection:67f56772299842e","Late Onset Pompe Disease","CRB-IGB-CNR-LOPD","The Late Onset Pompe Disease (LOPD) biobank dedicated to late-onset Pompe disease and myopathies. autophagic",,,"Italy",,,,"matildevaleria.ursini@igb.cnr.it","Italy","false",,,"Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection","Biological samples,Medical records,Survey data","100 - 1000","100","Rare Disease","2021-04-08T13:14:42Z",,"1000 - 10.000","Undifferentiated",,"18","80","Year",,"Cell lines,DNA,Serum,RNA","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images","Presentation of a project, approval of the board of directors, approval of the requesting territorial ethics committee,. subscription to an DTA","http://www.igb.cnr.it/centro-di-risorse-biologiche",,,
"bbmri-eric:ID:IT_1539241927435687:collection:704e47e28cc240d","Biobanca Cilento","CRB-IGB_CNR-CILENTO","The Cilento Biobank consists of some populations of the Cilento and Vallo di Diano National Park which for their characteristics. are defined as genetic isolates",,,"Italy",,,,"matildevaleria.ursini@igb.cnr.it","Italy","false",,,"Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","BBMRI.it Network","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Case-Control,Population-based","Survey data,Medical records,Biological samples","1000 - 10.000","2304","Population Reference,Infectious Diseases,Paediatrics,Nervous System Disorders","2021-05-21T14:06:00Z",,,"Undifferentiated","Alzheimer disease,Other degenerative diseases of nervous system, not elsewhere classified,Multiple sclerosis,Hereditary and idiopathic neuropathy,Inflammatory polyneuropathy,Polyneuropathy in diseases classified elsewhere,Atypical virus infections of central nervous system","0","99","Year",,"Cell lines,DNA,Tissue (frozen),RNA,Whole Blood,microRNA",,,,,"false","true",,"false",,"Samples,Data","Presentation of a project, approval of the board of directors, approval of the requesting territorial ethics committee,. subscription to an DTA","http://www.igb.cnr.it/centro-di-risorse-biologiche",,,
"bbmri-eric:ID:IT_1539241927435687:collection:9138c2d9f69540a","Paget’s disease of bone)","CRB-IGB-CNR-PDB","he PDB (Paget's disease of bone) biobank composed of biological samples from patients with Paget's disease of bone and its. neoplastic degenerations (giant cell tumor, osteosarcoma).",,,"Italy",,,,"francesco.ursini@ior.it","Italy","false",,,"Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","BBMRI.it Network","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection","Medical records,Survey data","100 - 1000","100","Rare Disease","2021-04-08T13:14:42Z",,"1000 - 10.000","Undifferentiated",,"18","98","Year",,"Whole Blood,Peripheral blood cells,Serum,DNA,RNA","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data","Presentation of a project, approval of the board of directors, approval of the requesting territorial ethics committee,. subscription to an DTA","http://www.igb.cnr.it/centro-di-risorse-biologiche",,,
"bbmri-eric:ID:IT_1539241927435687:collection:c9346d1b70d14fc","Incontinentia Pigmenti Genetic Biobank","CRB-IGB-CNR-IPGB","The IPGB biobank (Incontinentia Pigmenti Genetic Biobank), dedicated to Incontinentia Pigmenti (IP, OMIM # 308300) and to. allelic pathology anhydrotic ectodermal dysplasia (EDA-ID, OMIM # 300291) preserves biological samples from families with IP and EDA-ID.",,,"Italy",,,,"matildevaleria.ursini@igb.cnr.it","Italy","false",,,"Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","Centro Risorse Biologiche-Istituto di Genetica e Biofisica CNR","BBMRI.it Network","BBMRI.it Network,Telethon Network of Genetic Biobanks",,"Rare disease collection","Survey data,Medical records,Genealogical records","100 - 1000","200","Rare Disease","2021-04-08T13:14:42Z",,,"Undifferentiated",,,,"Year",,"Cell lines,DNA,Plasma,Serum,RNA,Whole Blood,Peripheral blood cells",,,,,"false","true",,"false",,"Samples,Data","Presentation of a project, approval of the board of directors, approval of the requesting territorial ethics committee,. subscription to an DTA","http://www.igb.cnr.it/centro-di-risorse-biologiche",,,
"bbmri-eric:ID:IT_1547222650173780:collection:1548666951181832","Rare and Ultra Rare Diseases","RURD","The OPBG Research BioBank is part of the Scientific Board of Bambino Gesù Children's Hospital and Research Institute in Rome, Italy. It has collected and stored biospecimens and associated data from pediatric patients since the 1980s. The biobank is certified ISO 9001:2015 and it provides the following services for sample and related data: collection, processing, storage and access. This collection gathers samples and data from more than 150 rare and ultra rare diseases, and from diagnosis orphan diseases.",,,"Italy","41.8569296","12.4773147",,"tiziana.franchin@opbg.net","Italy","false",,,"Biobanca Di Ricerca OPBG","Biobanca Di Ricerca OPBG","BBMRI.it Network","BBMRI.it Network,COVID_19",,"Case-Control,Population-based,Disease specific,Hospital","Medical records,National registries,Other,Physiological/Biochemical measurements,Biological samples,Imaging data,Genealogical records","1000 - 10.000","2108","Rare Disease,Population Reference,Metabolic Disorders,Nervous System Disorders","2021-04-08T13:14:42Z",,"1000 - 10.000","Male,Female","Anencephaly and similar malformations,Microcephaly,Other congenital malformations of brain,Other congenital malformations of spinal cord,Congenital malformations of eyelid, lacrimal apparatus and orbit,Congenital lens malformations,Congenital malformations of posterior segment of eye,Congenital malformations of ear causing impairment of hearing,Other congenital malformations of face and neck,Congenital malformations of cardiac septa,Congenital malformations of aortic and mitral valves,Congenital malformations of great arteries,Other congenital malformations of peripheral vascular system,Congenital malformations of nose,Congenital malformations of trachea and bronchus,Other congenital malformations of respiratory system,Cleft lip,Other congenital malformations of tongue, mouth and pharynx,Other congenital malformations of upper alimentary tract,Congenital absence, atresia and stenosis of large intestine,Congenital malformations of gallbladder, bile ducts and liver,Congenital malformations of ovaries, fallopian tubes and broad ligaments,Other congenital malformations of female genitalia,Hypospadias,Indeterminate sex and pseudohermaphroditism,Cystic kidney disease,Other congenital malformations of kidney,Congenital deformities of hip,Congenital musculoskeletal deformities of head, face, spine and chest,Polydactyly,Reduction defects of upper limb,Reduction defects of unspecified limb,Other congenital malformations of skull and face bones,Osteochondrodysplasia with defects of growth of tubular bones and spine,Congenital malformations of the musculoskeletal system, not elsewhere classified,Epidermolysis bullosa,Congenital malformations of breast,Phakomatoses, not elsewhere classified,Other specified congenital malformation syndromes affecting multiple systems,Down syndrome,Other trisomies and partial trisomies of the autosomes, not elsewhere classified,Balanced rearrangements and structural markers, not elsewhere classified,Other sex chromosome abnormalities, female phenotype, not elsewhere classified,Other chromosome abnormalities, not elsewhere classified,Primary disorders of muscles,Mild mental retardation,Epilepsy,Congenital viral diseases,Other endocrine disorders,Other systemic involvement of connective tissue,Other retinal disorders",,,"Year",,"DNA","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images","Researchers who wish to use biospecimens from the OPBG Research Biobank fill out an application form (MD-02-BB-DSc), stating a brief description of the purpose for which samples and related data are requested, and a brief description about the biospecimens types. The OPBG Biobank Management Committee (BMC) evaluates the application forms, according to the criteria accesses described in the OPBG Biobank Regulation. The authorization of the OPBG Ethics Committee to use of biospecimens and related data is a prerequisite of the BMC assessment. After receiving a positive evaluation by the OPBG BMC, the Biobank Director starts the procedure for sending what was requested, including the Material Transfer Agreement procedure.","http://www.ospedalebambinogesu.it/la-biobanca-del-bambino-gesu","Data processing PD/SOP,Data transport PD/SOP,Data storage PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,"Accredited/Certified by accredited body"
